subject	block	trial	trigger	word	priming	dur	ia
A0023	1	240	1	0	0	433	prime
A0023	1	241	1	0	0	382	prime
A0023	1	242	1	0	0	434	prime
A0023	1	243	5	0	1	445	prime
A0023	1	244	1	0	0	403	prime
A0023	1	245	1	0	0	446	prime
A0023	1	246	1	0	0	378	prime
A0023	1	247	1	0	0	419	prime
A0023	1	248	1	0	0	357	prime
A0023	1	249	1	0	0	336	prime
A0023	1	250	1	0	0	364	prime
A0023	1	251	1	0	0	354	prime
A0023	1	252	1	0	0	363	prime
A0023	1	253	1	0	0	346	prime
A0023	1	254	1	0	0	392	prime
A0023	1	255	1	0	0	408	prime
A0023	1	256	9	1	0	-1	prime
A0023	1	257	1	0	0	428	prime
A0023	1	258	1	0	0	420	prime
A0023	1	259	9	1	0	-1	prime
A0023	1	260	9	1	0	-1	prime
A0023	1	261	5	0	1	-1	prime
A0023	1	262	1	0	0	411	prime
A0023	1	263	5	0	1	512	prime
A0023	1	264	1	0	0	378	prime
A0023	1	265	5	0	1	506	prime
A0023	1	266	1	0	0	373	prime
A0023	1	267	1	0	0	358	prime
A0023	1	268	1	0	0	485	prime
A0023	1	269	1	0	0	384	prime
A0023	1	270	5	0	1	361	prime
A0023	1	271	1	0	0	376	prime
A0023	1	272	9	1	0	-1	prime
A0023	1	273	1	0	0	423	prime
A0023	1	274	5	0	1	104	prime
A0023	1	275	1	0	0	443	prime
A0023	1	276	1	0	0	354	prime
A0023	1	277	1	0	0	382	prime
A0023	1	278	9	1	0	-1	prime
A0023	1	279	1	0	0	517	prime
A0023	1	280	1	0	0	366	prime
A0023	1	281	1	0	0	356	prime
A0023	1	282	1	0	0	184	prime
A0023	1	283	1	0	0	301	prime
A0023	1	284	9	1	0	-1	prime
A0023	1	285	5	0	1	427	prime
A0023	1	286	9	1	0	-1	prime
A0023	1	287	9	1	0	-1	prime
A0023	1	288	1	0	0	450	prime
A0023	1	289	1	0	0	393	prime
A0023	1	290	1	0	0	336	prime
A0023	1	291	5	0	1	399	prime
A0023	1	292	1	0	0	458	prime
A0023	1	293	1	0	0	336	prime
A0023	1	294	9	1	0	408	prime
A0023	1	295	5	0	1	409	prime
A0023	1	296	1	0	0	366	prime
A0023	1	297	1	0	0	463	prime
A0023	1	298	5	0	1	373	prime
A0023	1	299	1	0	0	480	prime
A0023	1	300	9	1	0	359	prime
A0023	1	301	5	0	1	366	prime
A0023	1	302	1	0	0	366	prime
A0023	1	303	5	0	1	82	prime
A0023	1	304	5	0	1	368	prime
A0023	1	305	1	0	0	328	prime
A0023	1	306	9	1	0	371	prime
A0023	1	307	9	1	0	-1	prime
A0023	1	308	1	0	0	346	prime
A0023	1	309	5	0	1	536	prime
A0023	1	310	1	0	0	92	prime
A0023	1	311	1	0	0	381	prime
A0023	1	312	1	0	0	372	prime
A0023	1	313	9	1	0	-1	prime
A0023	1	314	1	0	0	315	prime
A0023	1	315	1	0	0	497	prime
A0023	1	316	1	0	0	363	prime
A0023	1	317	5	0	1	440	prime
A0023	1	318	9	1	0	-1	prime
A0023	1	319	1	0	0	326	prime
A0023	1	320	1	0	0	360	prime
A0023	1	321	5	0	1	-1	prime
A0023	1	322	1	0	0	353	prime
A0023	1	323	5	0	1	375	prime
A0023	1	324	5	0	1	355	prime
A0023	1	325	1	0	0	405	prime
A0023	1	326	5	0	1	325	prime
A0023	1	327	5	0	1	323	prime
A0023	1	328	9	1	0	-1	prime
A0023	1	329	1	0	0	369	prime
A0023	1	330	1	0	0	334	prime
A0023	1	331	5	0	1	29	prime
A0023	1	332	9	1	0	-1	prime
A0023	1	333	9	1	0	-1	prime
A0023	1	334	1	0	0	407	prime
A0023	1	335	1	0	0	382	prime
A0023	1	336	9	1	0	-1	prime
A0023	1	337	5	0	1	330	prime
A0023	1	338	1	0	0	114	prime
A0023	1	339	1	0	0	368	prime
A0023	1	340	1	0	0	356	prime
A0023	1	341	5	0	1	370	prime
A0023	1	342	1	0	0	423	prime
A0023	1	343	1	0	0	540	prime
A0023	1	344	1	0	0	341	prime
A0023	1	345	5	0	1	397	prime
A0023	1	346	1	0	0	420	prime
A0023	1	347	9	1	0	98	prime
A0023	1	348	5	0	1	369	prime
A0023	1	349	1	0	0	560	prime
A0023	1	350	9	1	0	-1	prime
A0023	1	351	1	0	0	387	prime
A0023	1	352	1	0	0	339	prime
A0023	1	353	9	1	0	354	prime
A0023	1	354	9	1	0	-1	prime
A0023	1	355	1	0	0	392	prime
A0023	1	356	1	0	0	368	prime
A0023	1	357	9	1	0	100	prime
A0023	1	358	5	0	1	453	prime
A0023	1	359	9	1	0	-1	prime
A0023	1	360	1	0	0	371	prime
A0023	1	361	1	0	0	327	prime
A0023	1	362	1	0	0	115	prime
A0023	1	363	1	0	0	306	prime
A0023	1	364	9	1	0	419	prime
A0023	1	365	1	0	0	404	prime
A0023	1	366	1	0	0	343	prime
A0023	1	367	5	0	1	335	prime
A0023	1	368	1	0	0	321	prime
A0023	1	369	1	0	0	90	prime
A0023	1	370	9	1	0	-1	prime
A0023	1	371	1	0	0	351	prime
A0023	1	372	1	0	0	346	prime
A0023	1	373	1	0	0	408	prime
A0023	1	374	1	0	0	355	prime
A0023	1	375	1	0	0	-1	prime
A0023	1	376	9	1	0	-1	prime
A0023	1	377	1	0	0	352	prime
A0023	1	378	1	0	0	350	prime
A0023	1	379	1	0	0	337	prime
A0023	1	380	1	0	0	361	prime
A0023	1	381	1	0	0	402	prime
A0023	1	382	1	0	0	349	prime
A0023	1	383	9	1	0	-1	prime
A0023	1	384	1	0	0	408	prime
A0023	1	385	5	0	1	346	prime
A0023	1	386	9	1	0	-1	prime
A0023	1	387	9	1	0	-1	prime
A0023	1	388	1	0	0	396	prime
A0023	1	389	1	0	0	357	prime
A0023	1	390	9	1	0	356	prime
A0023	1	391	1	0	0	416	prime
A0023	1	392	5	0	1	360	prime
A0023	1	393	5	0	1	389	prime
A0023	1	394	1	0	0	324	prime
A0023	1	395	5	0	1	325	prime
A0023	1	396	1	0	0	333	prime
A0023	1	397	5	0	1	377	prime
A0023	1	398	5	0	1	341	prime
A0023	1	399	1	0	0	408	prime
A0023	1	400	5	0	1	376	prime
A0023	1	401	1	0	0	367	prime
A0023	1	402	1	0	0	333	prime
A0023	1	403	5	0	1	316	prime
A0023	1	404	1	0	0	370	prime
A0023	1	405	1	0	0	385	prime
A0023	1	406	5	0	1	353	prime
A0023	1	407	1	0	0	350	prime
A0023	1	408	1	0	0	368	prime
A0023	1	409	1	0	0	115	prime
A0023	1	410	5	0	1	325	prime
A0023	1	411	5	0	1	269	prime
A0023	1	412	9	1	0	-1	prime
A0023	1	413	1	0	0	-1	prime
A0023	1	414	1	0	0	293	prime
A0023	1	415	9	1	0	-1	prime
A0023	1	416	1	0	0	349	prime
A0023	1	417	1	0	0	326	prime
A0023	1	418	1	0	0	404	prime
A0023	1	419	1	0	0	310	prime
A0023	1	420	5	0	1	385	prime
A0023	1	421	9	1	0	-1	prime
A0023	1	422	1	0	0	645	prime
A0023	1	423	5	0	1	82	prime
A0023	1	424	1	0	0	382	prime
A0023	1	425	1	0	0	449	prime
A0023	1	426	1	0	0	108	prime
A0023	1	427	1	0	0	369	prime
A0023	1	428	1	0	0	335	prime
A0023	1	429	5	0	1	335	prime
A0023	1	430	1	0	0	395	prime
A0023	1	431	9	1	0	402	prime
A0023	1	432	9	1	0	-1	prime
A0023	1	433	1	0	0	406	prime
A0023	1	434	1	0	0	372	prime
A0023	1	435	1	0	0	340	prime
A0023	1	436	1	0	0	328	prime
A0023	1	437	1	0	0	325	prime
A0023	1	438	1	0	0	300	prime
A0023	1	439	1	0	0	421	prime
A0023	1	440	1	0	0	373	prime
A0023	1	441	9	1	0	99	prime
A0023	1	442	1	0	0	338	prime
A0023	1	443	1	0	0	385	prime
A0023	1	444	1	0	0	311	prime
A0023	1	445	1	0	0	324	prime
A0023	1	446	9	1	0	351	prime
A0023	1	447	1	0	0	370	prime
A0023	1	448	1	0	0	424	prime
A0023	1	449	9	1	0	-1	prime
A0023	1	450	1	0	0	404	prime
A0023	1	451	9	1	0	-1	prime
A0023	1	452	5	0	1	400	prime
A0023	1	453	9	1	0	-1	prime
A0023	1	454	9	1	0	-1	prime
A0023	1	455	1	0	0	360	prime
A0023	1	456	1	0	0	360	prime
A0023	1	457	9	1	0	-1	prime
A0023	1	458	5	0	1	353	prime
A0023	1	459	1	0	0	335	prime
A0023	1	460	1	0	0	337	prime
A0023	1	461	1	0	0	365	prime
A0023	1	462	9	1	0	-1	prime
A0023	1	463	1	0	0	361	prime
A0023	1	464	9	1	0	-1	prime
A0023	1	465	1	0	0	376	prime
A0023	1	466	1	0	0	373	prime
A0023	1	467	5	0	1	341	prime
A0023	1	468	5	0	1	333	prime
A0023	1	469	9	1	0	-1	prime
A0023	1	470	9	1	0	-1	prime
A0023	1	471	9	1	0	-1	prime
A0023	1	472	1	0	0	355	prime
A0023	1	473	5	0	1	74	prime
A0023	1	474	1	0	0	290	prime
A0023	1	475	5	0	1	367	prime
A0023	1	476	5	0	1	330	prime
A0023	1	477	1	0	0	328	prime
A0023	1	478	1	0	0	327	prime
A0023	1	479	1	0	0	273	prime
A0023	1	240	2	0	0	372	target
A0023	1	241	2	0	0	334	target
A0023	1	242	10	1	0	-1	target
A0023	1	243	6	0	1	346	target
A0023	1	244	10	1	0	-1	target
A0023	1	245	2	0	0	372	target
A0023	1	246	2	0	0	361	target
A0023	1	247	2	0	0	357	target
A0023	1	248	2	0	0	307	target
A0023	1	249	10	1	0	-1	target
A0023	1	250	2	0	0	353	target
A0023	1	251	10	1	0	-1	target
A0023	1	252	2	0	0	401	target
A0023	1	253	2	0	0	370	target
A0023	1	254	10	1	0	-1	target
A0023	1	255	10	1	0	-1	target
A0023	1	256	2	0	0	-1	target
A0023	1	257	2	0	0	358	target
A0023	1	258	10	1	0	350	target
A0023	1	259	2	0	0	-1	target
A0023	1	260	2	0	0	-1	target
A0023	1	261	6	0	1	-1	target
A0023	1	262	2	0	0	441	target
A0023	1	263	6	0	1	390	target
A0023	1	264	2	0	0	437	target
A0023	1	265	6	0	1	327	target
A0023	1	266	10	1	0	345	target
A0023	1	267	10	1	0	-1	target
A0023	1	268	2	0	0	289	target
A0023	1	269	10	1	0	-1	target
A0023	1	270	6	0	1	373	target
A0023	1	271	2	0	0	386	target
A0023	1	272	2	0	0	-1	target
A0023	1	273	10	1	0	374	target
A0023	1	274	6	0	1	402	target
A0023	1	275	10	1	0	361	target
A0023	1	276	10	1	0	-1	target
A0023	1	277	10	1	0	-1	target
A0023	1	278	2	0	0	-1	target
A0023	1	279	10	1	0	-1	target
A0023	1	280	10	1	0	-1	target
A0023	1	281	10	1	0	-1	target
A0023	1	282	2	0	0	459	target
A0023	1	283	10	1	0	-1	target
A0023	1	284	2	0	0	-1	target
A0023	1	285	6	0	1	283	target
A0023	1	286	2	0	0	-1	target
A0023	1	287	2	0	0	-1	target
A0023	1	288	10	1	0	361	target
A0023	1	289	10	1	0	-1	target
A0023	1	290	10	1	0	-1	target
A0023	1	291	6	0	1	597	target
A0023	1	292	10	1	0	-1	target
A0023	1	293	10	1	0	-1	target
A0023	1	294	2	0	0	-1	target
A0023	1	295	6	0	1	337	target
A0023	1	296	10	1	0	-1	target
A0023	1	297	10	1	0	-1	target
A0023	1	298	6	0	1	279	target
A0023	1	299	10	1	0	-1	target
A0023	1	300	2	0	0	-1	target
A0023	1	301	6	0	1	367	target
A0023	1	302	10	1	0	312	target
A0023	1	303	6	0	1	589	target
A0023	1	304	6	0	1	331	target
A0023	1	305	2	0	0	333	target
A0023	1	306	2	0	0	-1	target
A0023	1	307	2	0	0	-1	target
A0023	1	308	10	1	0	-1	target
A0023	1	309	6	0	1	338	target
A0023	1	310	10	1	0	469	target
A0023	1	311	10	1	0	-1	target
A0023	1	312	2	0	0	347	target
A0023	1	313	2	0	0	-1	target
A0023	1	314	10	1	0	332	target
A0023	1	315	2	0	0	540	target
A0023	1	316	10	1	0	-1	target
A0023	1	317	6	0	1	376	target
A0023	1	318	2	0	0	-1	target
A0023	1	319	2	0	0	302	target
A0023	1	320	10	1	0	-1	target
A0023	1	321	6	0	1	-1	target
A0023	1	322	2	0	0	322	target
A0023	1	323	6	0	1	472	target
A0023	1	324	6	0	1	304	target
A0023	1	325	2	0	0	361	target
A0023	1	326	6	0	1	323	target
A0023	1	327	6	0	1	292	target
A0023	1	328	2	0	0	-1	target
A0023	1	329	2	0	0	333	target
A0023	1	330	10	1	0	398	target
A0023	1	331	6	0	1	387	target
A0023	1	332	2	0	0	-1	target
A0023	1	333	2	0	0	-1	target
A0023	1	334	10	1	0	-1	target
A0023	1	335	10	1	0	-1	target
A0023	1	336	2	0	0	-1	target
A0023	1	337	6	0	1	290	target
A0023	1	338	10	1	0	336	target
A0023	1	339	2	0	0	335	target
A0023	1	340	10	1	0	-1	target
A0023	1	341	6	0	1	316	target
A0023	1	342	10	1	0	-1	target
A0023	1	343	2	0	0	355	target
A0023	1	344	2	0	0	581	target
A0023	1	345	6	0	1	-1	target
A0023	1	346	10	1	0	-1	target
A0023	1	347	2	0	0	-1	target
A0023	1	348	6	0	1	357	target
A0023	1	349	2	0	0	331	target
A0023	1	350	2	0	0	-1	target
A0023	1	351	10	1	0	-1	target
A0023	1	352	10	1	0	-1	target
A0023	1	353	2	0	0	-1	target
A0023	1	354	2	0	0	-1	target
A0023	1	355	10	1	0	-1	target
A0023	1	356	10	1	0	-1	target
A0023	1	357	2	0	0	-1	target
A0023	1	358	6	0	1	330	target
A0023	1	359	2	0	0	-1	target
A0023	1	360	10	1	0	330	target
A0023	1	361	2	0	0	341	target
A0023	1	362	2	0	0	295	target
A0023	1	363	2	0	0	310	target
A0023	1	364	2	0	0	-1	target
A0023	1	365	10	1	0	-1	target
A0023	1	366	10	1	0	-1	target
A0023	1	367	6	0	1	358	target
A0023	1	368	10	1	0	306	target
A0023	1	369	10	1	0	366	target
A0023	1	370	2	0	0	-1	target
A0023	1	371	10	1	0	-1	target
A0023	1	372	10	1	0	-1	target
A0023	1	373	10	1	0	-1	target
A0023	1	374	10	1	0	-1	target
A0023	1	375	10	1	0	-1	target
A0023	1	376	2	0	0	-1	target
A0023	1	377	10	1	0	-1	target
A0023	1	378	10	1	0	-1	target
A0023	1	379	10	1	0	-1	target
A0023	1	380	10	1	0	-1	target
A0023	1	381	2	0	0	466	target
A0023	1	382	2	0	0	337	target
A0023	1	383	2	0	0	-1	target
A0023	1	384	10	1	0	375	target
A0023	1	385	6	0	1	318	target
A0023	1	386	2	0	0	-1	target
A0023	1	387	2	0	0	-1	target
A0023	1	388	10	1	0	-1	target
A0023	1	389	10	1	0	294	target
A0023	1	390	2	0	0	-1	target
A0023	1	391	10	1	0	-1	target
A0023	1	392	6	0	1	322	target
A0023	1	393	6	0	1	360	target
A0023	1	394	10	1	0	316	target
A0023	1	395	6	0	1	372	target
A0023	1	396	2	0	0	488	target
A0023	1	397	6	0	1	322	target
A0023	1	398	6	0	1	303	target
A0023	1	399	10	1	0	-1	target
A0023	1	400	6	0	1	309	target
A0023	1	401	10	1	0	310	target
A0023	1	402	10	1	0	-1	target
A0023	1	403	6	0	1	304	target
A0023	1	404	10	1	0	337	target
A0023	1	405	2	0	0	351	target
A0023	1	406	6	0	1	332	target
A0023	1	407	10	1	0	-1	target
A0023	1	408	10	1	0	-1	target
A0023	1	409	2	0	0	462	target
A0023	1	410	6	0	1	282	target
A0023	1	411	6	0	1	326	target
A0023	1	412	2	0	0	-1	target
A0023	1	413	10	1	0	-1	target
A0023	1	414	2	0	0	300	target
A0023	1	415	2	0	0	-1	target
A0023	1	416	2	0	0	308	target
A0023	1	417	10	1	0	-1	target
A0023	1	418	10	1	0	283	target
A0023	1	419	10	1	0	311	target
A0023	1	420	6	0	1	324	target
A0023	1	421	2	0	0	-1	target
A0023	1	422	2	0	0	504	target
A0023	1	423	6	0	1	385	target
A0023	1	424	10	1	0	-1	target
A0023	1	425	10	1	0	-1	target
A0023	1	426	10	1	0	374	target
A0023	1	427	10	1	0	-1	target
A0023	1	428	10	1	0	-1	target
A0023	1	429	6	0	1	325	target
A0023	1	430	10	1	0	323	target
A0023	1	431	2	0	0	-1	target
A0023	1	432	2	0	0	-1	target
A0023	1	433	10	1	0	-1	target
A0023	1	434	2	0	0	268	target
A0023	1	435	10	1	0	308	target
A0023	1	436	2	0	0	286	target
A0023	1	437	10	1	0	-1	target
A0023	1	438	10	1	0	318	target
A0023	1	439	2	0	0	566	target
A0023	1	440	2	0	0	341	target
A0023	1	441	2	0	0	-1	target
A0023	1	442	2	0	0	304	target
A0023	1	443	10	1	0	-1	target
A0023	1	444	2	0	0	303	target
A0023	1	445	10	1	0	-1	target
A0023	1	446	2	0	0	-1	target
A0023	1	447	2	0	0	358	target
A0023	1	448	2	0	0	470	target
A0023	1	449	2	0	0	-1	target
A0023	1	450	10	1	0	-1	target
A0023	1	451	2	0	0	-1	target
A0023	1	452	6	0	1	344	target
A0023	1	453	2	0	0	-1	target
A0023	1	454	2	0	0	-1	target
A0023	1	455	2	0	0	265	target
A0023	1	456	10	1	0	-1	target
A0023	1	457	2	0	0	-1	target
A0023	1	458	6	0	1	284	target
A0023	1	459	10	1	0	261	target
A0023	1	460	10	1	0	-1	target
A0023	1	461	2	0	0	309	target
A0023	1	462	2	0	0	-1	target
A0023	1	463	10	1	0	-1	target
A0023	1	464	2	0	0	-1	target
A0023	1	465	10	1	0	-1	target
A0023	1	466	10	1	0	-1	target
A0023	1	467	6	0	1	120	target
A0023	1	468	6	0	1	285	target
A0023	1	469	2	0	0	-1	target
A0023	1	470	2	0	0	-1	target
A0023	1	471	2	0	0	-1	target
A0023	1	472	10	1	0	330	target
A0023	1	473	6	0	1	376	target
A0023	1	474	10	1	0	334	target
A0023	1	475	6	0	1	287	target
A0023	1	476	6	0	1	274	target
A0023	1	477	10	1	0	319	target
A0023	1	478	2	0	0	286	target
A0023	1	479	10	1	0	-1	target
A0023	2	480	5	0	1	313	prime
A0023	2	481	1	0	0	316	prime
A0023	2	482	9	1	0	-1	prime
A0023	2	483	5	0	1	329	prime
A0023	2	484	1	0	0	330	prime
A0023	2	485	1	0	0	322	prime
A0023	2	486	5	0	1	327	prime
A0023	2	487	9	1	0	268	prime
A0023	2	488	1	0	0	356	prime
A0023	2	489	1	0	0	296	prime
A0023	2	490	5	0	1	334	prime
A0023	2	491	9	1	0	-1	prime
A0023	2	492	1	0	0	316	prime
A0023	2	493	1	0	0	324	prime
A0023	2	494	5	0	1	310	prime
A0023	2	495	1	0	0	306	prime
A0023	2	496	1	0	0	-3	prime
A0023	2	497	9	1	0	-1	prime
A0023	2	498	1	0	0	334	prime
A0023	2	499	1	0	0	287	prime
A0023	2	500	1	0	0	312	prime
A0023	2	501	1	0	0	339	prime
A0023	2	502	5	0	1	359	prime
A0023	2	503	5	0	1	309	prime
A0023	2	504	1	0	0	309	prime
A0023	2	505	1	0	0	324	prime
A0023	2	506	1	0	0	320	prime
A0023	2	507	5	0	1	273	prime
A0023	2	508	9	1	0	319	prime
A0023	2	509	5	0	1	306	prime
A0023	2	510	1	0	0	303	prime
A0023	2	511	1	0	0	313	prime
A0023	2	512	1	0	0	86	prime
A0023	2	513	1	0	0	331	prime
A0023	2	514	5	0	1	273	prime
A0023	2	515	9	1	0	-1	prime
A0023	2	516	1	0	0	292	prime
A0023	2	517	1	0	0	282	prime
A0023	2	518	1	0	0	298	prime
A0023	2	519	1	0	0	309	prime
A0023	2	520	1	0	0	340	prime
A0023	2	521	1	0	0	347	prime
A0023	2	522	5	0	1	294	prime
A0023	2	523	1	0	0	-1	prime
A0023	2	524	1	0	0	260	prime
A0023	2	525	1	0	0	274	prime
A0023	2	526	1	0	0	290	prime
A0023	2	527	1	0	0	290	prime
A0023	2	528	5	0	1	317	prime
A0023	2	529	1	0	0	323	prime
A0023	2	530	1	0	0	323	prime
A0023	2	531	5	0	1	341	prime
A0023	2	532	1	0	0	310	prime
A0023	2	533	1	0	0	319	prime
A0023	2	534	9	1	0	338	prime
A0023	2	535	5	0	1	324	prime
A0023	2	536	1	0	0	341	prime
A0023	2	537	5	0	1	290	prime
A0023	2	538	9	1	0	328	prime
A0023	2	539	5	0	1	319	prime
A0023	2	540	1	0	0	267	prime
A0023	2	541	1	0	0	343	prime
A0023	2	542	5	0	1	325	prime
A0023	2	543	5	0	1	293	prime
A0023	2	544	1	0	0	270	prime
A0023	2	545	9	1	0	335	prime
A0023	2	546	1	0	0	330	prime
A0023	2	547	5	0	1	339	prime
A0023	2	548	9	1	0	340	prime
A0023	2	549	1	0	0	335	prime
A0023	2	550	9	1	0	341	prime
A0023	2	551	1	0	0	321	prime
A0023	2	552	1	0	0	319	prime
A0023	2	553	1	0	0	290	prime
A0023	2	554	1	0	0	315	prime
A0023	2	555	1	0	0	262	prime
A0023	2	556	5	0	1	332	prime
A0023	2	557	1	0	0	337	prime
A0023	2	558	1	0	0	353	prime
A0023	2	559	1	0	0	336	prime
A0023	2	560	1	0	0	328	prime
A0023	2	561	5	0	1	300	prime
A0023	2	562	1	0	0	326	prime
A0023	2	563	5	0	1	324	prime
A0023	2	564	1	0	0	309	prime
A0023	2	565	5	0	1	306	prime
A0023	2	566	1	0	0	294	prime
A0023	2	567	1	0	0	326	prime
A0023	2	568	9	1	0	361	prime
A0023	2	569	1	0	0	365	prime
A0023	2	570	9	1	0	287	prime
A0023	2	571	1	0	0	315	prime
A0023	2	572	9	1	0	367	prime
A0023	2	573	9	1	0	-1	prime
A0023	2	574	9	1	0	-1	prime
A0023	2	575	1	0	0	361	prime
A0023	2	576	1	0	0	333	prime
A0023	2	577	1	0	0	311	prime
A0023	2	578	9	1	0	326	prime
A0023	2	579	1	0	0	377	prime
A0023	2	580	5	0	1	328	prime
A0023	2	581	9	1	0	-1	prime
A0023	2	582	1	0	0	500	prime
A0023	2	583	1	0	0	344	prime
A0023	2	584	5	0	1	316	prime
A0023	2	585	1	0	0	295	prime
A0023	2	586	5	0	1	346	prime
A0023	2	587	5	0	1	370	prime
A0023	2	588	1	0	0	307	prime
A0023	2	589	1	0	0	317	prime
A0023	2	590	1	0	0	324	prime
A0023	2	591	9	1	0	333	prime
A0023	2	592	5	0	1	360	prime
A0023	2	593	9	1	0	307	prime
A0023	2	594	1	0	0	350	prime
A0023	2	595	1	0	0	291	prime
A0023	2	596	9	1	0	-1	prime
A0023	2	597	9	1	0	284	prime
A0023	2	598	1	0	0	349	prime
A0023	2	599	1	0	0	362	prime
A0023	2	600	5	0	1	122	prime
A0023	2	601	1	0	0	294	prime
A0023	2	602	1	0	0	301	prime
A0023	2	603	5	0	1	345	prime
A0023	2	604	5	0	1	299	prime
A0023	2	605	9	1	0	348	prime
A0023	2	606	1	0	0	310	prime
A0023	2	607	9	1	0	372	prime
A0023	2	608	1	0	0	324	prime
A0023	2	609	1	0	0	330	prime
A0023	2	610	1	0	0	315	prime
A0023	2	611	9	1	0	323	prime
A0023	2	612	1	0	0	333	prime
A0023	2	613	1	0	0	303	prime
A0023	2	614	1	0	0	283	prime
A0023	2	615	5	0	1	269	prime
A0023	2	616	1	0	0	377	prime
A0023	2	617	9	1	0	370	prime
A0023	2	618	9	1	0	-1	prime
A0023	2	619	9	1	0	352	prime
A0023	2	620	1	0	0	394	prime
A0023	2	621	1	0	0	257	prime
A0023	2	622	1	0	0	316	prime
A0023	2	623	1	0	0	327	prime
A0023	2	624	1	0	0	315	prime
A0023	2	625	5	0	1	339	prime
A0023	2	626	1	0	0	285	prime
A0023	2	627	5	0	1	299	prime
A0023	2	628	1	0	0	288	prime
A0023	2	629	1	0	0	268	prime
A0023	2	630	1	0	0	329	prime
A0023	2	631	1	0	0	274	prime
A0023	2	632	9	1	0	318	prime
A0023	2	633	5	0	1	336	prime
A0023	2	634	1	0	0	359	prime
A0023	2	635	9	1	0	109	prime
A0023	2	636	1	0	0	348	prime
A0023	2	637	1	0	0	472	prime
A0023	2	638	1	0	0	323	prime
A0023	2	639	1	0	0	583	prime
A0023	2	640	1	0	0	344	prime
A0023	2	641	5	0	1	326	prime
A0023	2	642	1	0	0	299	prime
A0023	2	643	1	0	0	326	prime
A0023	2	644	9	1	0	315	prime
A0023	2	645	1	0	0	318	prime
A0023	2	646	9	1	0	-1	prime
A0023	2	647	5	0	1	345	prime
A0023	2	648	1	0	0	348	prime
A0023	2	649	1	0	0	327	prime
A0023	2	650	1	0	0	267	prime
A0023	2	651	5	0	1	309	prime
A0023	2	652	1	0	0	367	prime
A0023	2	653	1	0	0	345	prime
A0023	2	654	9	1	0	-1	prime
A0023	2	655	1	0	0	304	prime
A0023	2	656	1	0	0	313	prime
A0023	2	657	9	1	0	-1	prime
A0023	2	658	1	0	0	329	prime
A0023	2	659	1	0	0	366	prime
A0023	2	660	1	0	0	300	prime
A0023	2	661	1	0	0	299	prime
A0023	2	662	1	0	0	318	prime
A0023	2	663	1	0	0	342	prime
A0023	2	664	1	0	0	305	prime
A0023	2	665	9	1	0	287	prime
A0023	2	666	1	0	0	-1	prime
A0023	2	667	9	1	0	343	prime
A0023	2	668	5	0	1	385	prime
A0023	2	669	1	0	0	333	prime
A0023	2	670	9	1	0	352	prime
A0023	2	671	9	1	0	-1	prime
A0023	2	672	1	0	0	340	prime
A0023	2	673	1	0	0	371	prime
A0023	2	674	1	0	0	367	prime
A0023	2	675	1	0	0	295	prime
A0023	2	676	5	0	1	258	prime
A0023	2	677	1	0	0	282	prime
A0023	2	678	9	1	0	206	prime
A0023	2	679	5	0	1	355	prime
A0023	2	680	9	1	0	293	prime
A0023	2	681	1	0	0	320	prime
A0023	2	682	5	0	1	334	prime
A0023	2	683	5	0	1	318	prime
A0023	2	684	5	0	1	269	prime
A0023	2	685	5	0	1	286	prime
A0023	2	686	1	0	0	304	prime
A0023	2	687	9	1	0	311	prime
A0023	2	688	1	0	0	362	prime
A0023	2	689	5	0	1	266	prime
A0023	2	690	9	1	0	-1	prime
A0023	2	691	1	0	0	346	prime
A0023	2	692	1	0	0	321	prime
A0023	2	693	9	1	0	-1	prime
A0023	2	694	1	0	0	329	prime
A0023	2	695	1	0	0	327	prime
A0023	2	696	1	0	0	277	prime
A0023	2	697	9	1	0	313	prime
A0023	2	698	1	0	0	314	prime
A0023	2	699	1	0	0	336	prime
A0023	2	700	1	0	0	290	prime
A0023	2	701	1	0	0	305	prime
A0023	2	702	1	0	0	279	prime
A0023	2	703	1	0	0	327	prime
A0023	2	704	1	0	0	299	prime
A0023	2	705	1	0	0	387	prime
A0023	2	706	1	0	0	324	prime
A0023	2	707	5	0	1	312	prime
A0023	2	708	9	1	0	409	prime
A0023	2	709	9	1	0	-1	prime
A0023	2	710	1	0	0	291	prime
A0023	2	711	1	0	0	316	prime
A0023	2	712	5	0	1	480	prime
A0023	2	713	1	0	0	378	prime
A0023	2	714	1	0	0	302	prime
A0023	2	715	9	1	0	353	prime
A0023	2	716	9	1	0	-1	prime
A0023	2	717	1	0	0	334	prime
A0023	2	718	1	0	0	290	prime
A0023	2	719	1	0	0	267	prime
A0023	2	480	6	0	1	316	target
A0023	2	481	2	0	0	298	target
A0023	2	482	2	0	0	-1	target
A0023	2	483	6	0	1	294	target
A0023	2	484	10	1	0	333	target
A0023	2	485	2	0	0	355	target
A0023	2	486	6	0	1	403	target
A0023	2	487	2	0	0	-1	target
A0023	2	488	2	0	0	-1	target
A0023	2	489	10	1	0	-1	target
A0023	2	490	6	0	1	301	target
A0023	2	491	2	0	0	-1	target
A0023	2	492	10	1	0	-1	target
A0023	2	493	10	1	0	-1	target
A0023	2	494	6	0	1	383	target
A0023	2	495	10	1	0	334	target
A0023	2	496	10	1	0	-1	target
A0023	2	497	2	0	0	-1	target
A0023	2	498	2	0	0	278	target
